Tattag,Tatzeit,Tatort,Stadt,Tatort2,Tbnr1,Geldbusse,lng,lat
28.10.2015,1647,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141237,50,6.65101,51.44822
12.10.2015,1612,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141238,35,6.65101,51.44822
07.12.2015,1440,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141238,35,6.65101,51.44822
12.10.2015,1629,Am Geldermannshof 39,Moers,Fahrtrichtung Essenberger Str.,141236,30,6.65101,51.44822
07.12.2015,1403,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141236,30,6.65101,51.44822
07.12.2015,1243,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141237,30,6.65101,51.44822
12.10.2015,1700,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141237,25,6.65101,51.44822
12.10.2015,1632,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141237,25,6.65101,51.44822
12.10.2015,1702,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141237,25,6.65101,51.44822
12.10.2015,1716,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141237,25,6.65101,51.44822
12.10.2015,1745,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141237,25,6.65101,51.44822
28.10.2015,1604,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141237,25,6.65101,51.44822
28.10.2015,1636,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141237,25,6.65101,51.44822
07.12.2015,1243,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141237,25,6.65101,51.44822
07.12.2015,1316,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141237,25,6.65101,51.44822
07.12.2015,1409,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141237,25,6.65101,51.44822
07.12.2015,1439,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141237,25,6.65101,51.44822
07.12.2015,1310,Am Geldermannshof 39,Moers,Fahrtrichtung Essenberger Str.,141237,25,6.65101,51.44822
15.12.2015,1638,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141237,25,6.65101,51.44822
15.12.2015,1643,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141237,25,6.65101,51.44822
07.12.2015,1529,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141236,22,6.65101,51.44822
28.10.2015,1653,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141236,20,6.65101,51.44822
15.12.2015,1601,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141236,20,6.65101,51.44822
12.10.2015,1700,Am Geldermannshof 39,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65101,51.44822
12.10.2015,1704,Am Geldermannshof 39,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65101,51.44822
12.10.2015,1708,Am Geldermannshof 39,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65101,51.44822
12.10.2015,1613,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141236,15,6.65101,51.44822
12.10.2015,1617,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141236,15,6.65101,51.44822
12.10.2015,1620,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141236,15,6.65101,51.44822
12.10.2015,1634,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141236,15,6.65101,51.44822
12.10.2015,1643,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141236,15,6.65101,51.44822
12.10.2015,1656,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141236,15,6.65101,51.44822
12.10.2015,1705,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141236,15,6.65101,51.44822
12.10.2015,1707,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141236,15,6.65101,51.44822
12.10.2015,1718,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141236,15,6.65101,51.44822
12.10.2015,1722,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141236,15,6.65101,51.44822
12.10.2015,1724,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141236,15,6.65101,51.44822
12.10.2015,1725,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141236,15,6.65101,51.44822
12.10.2015,1617,Am Geldermannshof 39,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65101,51.44822
12.10.2015,1642,Am Geldermannshof 39,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65101,51.44822
28.10.2015,1644,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141236,15,6.65101,51.44822
28.10.2015,1645,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141236,15,6.65101,51.44822
07.12.2015,1542,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141236,15,6.65101,51.44822
07.12.2015,1236,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141236,15,6.65101,51.44822
07.12.2015,1257,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141236,15,6.65101,51.44822
07.12.2015,1259,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141236,15,6.65101,51.44822
07.12.2015,1306,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141236,15,6.65101,51.44822
07.12.2015,1331,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141236,15,6.65101,51.44822
07.12.2015,1407,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141236,15,6.65101,51.44822
07.12.2015,1437,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141236,15,6.65101,51.44822
07.12.2015,1501,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141236,15,6.65101,51.44822
07.12.2015,1551,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141236,15,6.65101,51.44822
07.12.2015,1552,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141236,15,6.65101,51.44822
07.12.2015,1541,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141236,15,6.65101,51.44822
07.12.2015,1505,Am Geldermannshof 39,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65101,51.44822
07.12.2015,1332,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141236,15,6.65101,51.44822
07.12.2015,1526,Am Geldermannshof 39,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65101,51.44822
07.12.2015,1252,Am Geldermannshof 39,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65101,51.44822
07.12.2015,1408,Am Geldermannshof 39,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65101,51.44822
07.12.2015,1421,Am Geldermannshof 39,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65101,51.44822
07.12.2015,1524,Am Geldermannshof 39,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65101,51.44822
15.12.2015,1639,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141236,15,6.65101,51.44822
15.12.2015,1616,Am Geldermannshof 39,Moers,Fahrtrichtung Homberger Str.,141236,15,6.65101,51.44822
01.10.2015,1754,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141712,80,6.65110,51.44620
09.12.2015,904,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141712,80,6.65110,51.44620
27.10.2015,1900,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141238,45,6.65110,51.44620
19.10.2015,1816,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141238,35,6.65110,51.44620
19.10.2015,1649,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141238,35,6.65110,51.44620
19.10.2015,1853,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141238,35,6.65110,51.44620
27.10.2015,1705,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141238,35,6.65110,51.44620
27.10.2015,1731,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141238,35,6.65110,51.44620
27.10.2015,1819,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141238,35,6.65110,51.44620
01.10.2015,1836,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141237,25,6.65110,51.44620
01.10.2015,1708,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141237,25,6.65110,51.44620
01.10.2015,1721,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141237,25,6.65110,51.44620
01.10.2015,1755,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141237,25,6.65110,51.44620
01.10.2015,1831,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141237,25,6.65110,51.44620
01.10.2015,1903,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141237,25,6.65110,51.44620
01.10.2015,1915,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141237,25,6.65110,51.44620
01.10.2015,1617,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141237,25,6.65110,51.44620
01.10.2015,1627,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141237,25,6.65110,51.44620
01.10.2015,1639,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141237,25,6.65110,51.44620
01.10.2015,1643,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141237,25,6.65110,51.44620
01.10.2015,1646,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141237,25,6.65110,51.44620
01.10.2015,1712,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141237,25,6.65110,51.44620
01.10.2015,1724,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141237,25,6.65110,51.44620
01.10.2015,1847,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141237,25,6.65110,51.44620
01.10.2015,1637,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141237,25,6.65110,51.44620
01.10.2015,1640,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141237,25,6.65110,51.44620
19.10.2015,1732,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141237,25,6.65110,51.44620
19.10.2015,1830,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141237,25,6.65110,51.44620
19.10.2015,1644,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141237,25,6.65110,51.44620
19.10.2015,1724,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141237,25,6.65110,51.44620
19.10.2015,1604,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141237,25,6.65110,51.44620
19.10.2015,1612,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141237,25,6.65110,51.44620
19.10.2015,1633,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141237,25,6.65110,51.44620
19.10.2015,1653,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141237,25,6.65110,51.44620
19.10.2015,1713,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141237,25,6.65110,51.44620
19.10.2015,1807,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141237,25,6.65110,51.44620
19.10.2015,1810,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141237,25,6.65110,51.44620
19.10.2015,1614,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141237,25,6.65110,51.44620
19.10.2015,1835,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141237,25,6.65110,51.44620
27.10.2015,1837,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141237,25,6.65110,51.44620
27.10.2015,1618,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141237,25,6.65110,51.44620
27.10.2015,1732,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141237,25,6.65110,51.44620
27.10.2015,1740,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141237,25,6.65110,51.44620
27.10.2015,1845,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141237,25,6.65110,51.44620
27.10.2015,1800,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141237,25,6.65110,51.44620
09.12.2015,852,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141237,25,6.65110,51.44620
01.10.2015,1659,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141236,15,6.65110,51.44620
01.10.2015,1847,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65110,51.44620
01.10.2015,1616,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65110,51.44620
01.10.2015,1807,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141236,15,6.65110,51.44620
01.10.2015,1909,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65110,51.44620
01.10.2015,1821,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65110,51.44620
01.10.2015,1648,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65110,51.44620
01.10.2015,1616,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141236,15,6.65110,51.44620
01.10.2015,1832,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65110,51.44620
01.10.2015,1702,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141236,15,6.65110,51.44620
01.10.2015,1707,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141236,15,6.65110,51.44620
01.10.2015,1720,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141236,15,6.65110,51.44620
01.10.2015,1745,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141236,15,6.65110,51.44620
01.10.2015,1814,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141236,15,6.65110,51.44620
01.10.2015,1819,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141236,15,6.65110,51.44620
01.10.2015,1859,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141236,15,6.65110,51.44620
01.10.2015,1908,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141236,15,6.65110,51.44620
01.10.2015,1908,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141236,15,6.65110,51.44620
01.10.2015,1645,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65110,51.44620
01.10.2015,1648,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65110,51.44620
01.10.2015,1651,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65110,51.44620
01.10.2015,1710,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65110,51.44620
01.10.2015,1710,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65110,51.44620
01.10.2015,1719,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65110,51.44620
01.10.2015,1726,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65110,51.44620
01.10.2015,1803,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65110,51.44620
01.10.2015,1811,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65110,51.44620
01.10.2015,1821,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65110,51.44620
01.10.2015,1834,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65110,51.44620
01.10.2015,1906,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65110,51.44620
01.10.2015,1912,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65110,51.44620
01.10.2015,1620,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141236,15,6.65110,51.44620
01.10.2015,1621,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141236,15,6.65110,51.44620
01.10.2015,1622,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141236,15,6.65110,51.44620
01.10.2015,1625,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141236,15,6.65110,51.44620
19.10.2015,1739,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141236,15,6.65110,51.44620
19.10.2015,1746,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141236,15,6.65110,51.44620
19.10.2015,1747,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141236,15,6.65110,51.44620
19.10.2015,1811,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141236,15,6.65110,51.44620
19.10.2015,1828,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141236,15,6.65110,51.44620
19.10.2015,1838,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141236,15,6.65110,51.44620
19.10.2015,1852,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141236,15,6.65110,51.44620
19.10.2015,1855,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141236,15,6.65110,51.44620
19.10.2015,1907,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141236,15,6.65110,51.44620
19.10.2015,1636,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141236,15,6.65110,51.44620
19.10.2015,1700,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141236,15,6.65110,51.44620
19.10.2015,1709,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141236,15,6.65110,51.44620
19.10.2015,1721,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141236,15,6.65110,51.44620
19.10.2015,1617,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65110,51.44620
19.10.2015,1640,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65110,51.44620
19.10.2015,1708,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65110,51.44620
19.10.2015,1708,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65110,51.44620
19.10.2015,1714,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65110,51.44620
19.10.2015,1722,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65110,51.44620
19.10.2015,1722,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65110,51.44620
19.10.2015,1724,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65110,51.44620
19.10.2015,1735,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65110,51.44620
19.10.2015,1851,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65110,51.44620
19.10.2015,1703,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141236,15,6.65110,51.44620
19.10.2015,1825,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65110,51.44620
27.10.2015,1908,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141236,15,6.65110,51.44620
27.10.2015,1657,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141236,15,6.65110,51.44620
27.10.2015,1818,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65110,51.44620
27.10.2015,1757,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65110,51.44620
27.10.2015,1644,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141236,15,6.65110,51.44620
27.10.2015,1654,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141236,15,6.65110,51.44620
27.10.2015,1725,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141236,15,6.65110,51.44620
27.10.2015,1837,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141236,15,6.65110,51.44620
27.10.2015,1840,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141236,15,6.65110,51.44620
27.10.2015,1845,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141236,15,6.65110,51.44620
27.10.2015,1833,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65110,51.44620
27.10.2015,1855,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65110,51.44620
27.10.2015,1904,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65110,51.44620
27.10.2015,1631,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65110,51.44620
27.10.2015,1636,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65110,51.44620
27.10.2015,1638,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65110,51.44620
27.10.2015,1646,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65110,51.44620
27.10.2015,1810,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65110,51.44620
27.10.2015,1813,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65110,51.44620
09.12.2015,847,Am Geldermannshof 97,Moers,Fahrtrichtung Essenberger Str.,141236,15,6.65110,51.44620
09.12.2015,848,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141236,15,6.65110,51.44620
09.12.2015,907,Am Geldermannshof 97,Moers,Fahrtrichtung Asberger Str.,141236,15,6.65110,51.44620
04.11.2015,848,Am Jungbornpark 125,Moers,Fahrtrichtung Lintforter Str.,141238,35,6.60563,51.48243
04.11.2015,831,Am Jungbornpark 125,Moers,Fahrtrichtung Lintforter Str.,141237,25,6.60563,51.48243
04.11.2015,751,Am Jungbornpark 125,Moers,Fahrtrichtung Im Meerfeld,141237,25,6.60563,51.48243
04.11.2015,833,Am Jungbornpark 125,Moers,Fahrtrichtung Im Meerfeld,141237,25,6.60563,51.48243
04.11.2015,920,Am Jungbornpark 125,Moers,Fahrtrichtung Im Meerfeld,141237,25,6.60563,51.48243
04.11.2015,747,Am Jungbornpark 125,Moers,Fahrtrichtung Lintforter Str.,141236,15,6.60563,51.48243
04.11.2015,900,Am Jungbornpark 125,Moers,Fahrtrichtung Lintforter Str.,141236,15,6.60563,51.48243
04.11.2015,922,Am Jungbornpark 125,Moers,Fahrtrichtung Lintforter Str.,141236,15,6.60563,51.48243
04.11.2015,924,Am Jungbornpark 125,Moers,Fahrtrichtung Lintforter Str.,141236,15,6.60563,51.48243
04.11.2015,925,Am Jungbornpark 125,Moers,Fahrtrichtung Im Meerfeld,141236,15,6.60563,51.48243
04.11.2015,716,Am Jungbornpark 125,Moers,Fahrtrichtung Im Meerfeld,141236,15,6.60563,51.48243
04.11.2015,717,Am Jungbornpark 125,Moers,Fahrtrichtung Im Meerfeld,141236,15,6.60563,51.48243
04.11.2015,741,Am Jungbornpark 125,Moers,Fahrtrichtung Im Meerfeld,141236,15,6.60563,51.48243
04.11.2015,742,Am Jungbornpark 125,Moers,Fahrtrichtung Im Meerfeld,141236,15,6.60563,51.48243
04.11.2015,744,Am Jungbornpark 125,Moers,Fahrtrichtung Im Meerfeld,141236,15,6.60563,51.48243
04.11.2015,745,Am Jungbornpark 125,Moers,Fahrtrichtung Im Meerfeld,141236,15,6.60563,51.48243
04.11.2015,800,Am Jungbornpark 125,Moers,Fahrtrichtung Im Meerfeld,141236,15,6.60563,51.48243
04.11.2015,801,Am Jungbornpark 125,Moers,Fahrtrichtung Im Meerfeld,141236,15,6.60563,51.48243
04.11.2015,812,Am Jungbornpark 125,Moers,Fahrtrichtung Im Meerfeld,141236,15,6.60563,51.48243
04.11.2015,819,Am Jungbornpark 125,Moers,Fahrtrichtung Im Meerfeld,141236,15,6.60563,51.48243
04.11.2015,833,Am Jungbornpark 125,Moers,Fahrtrichtung Im Meerfeld,141236,15,6.60563,51.48243
04.11.2015,919,Am Jungbornpark 125,Moers,Fahrtrichtung Im Meerfeld,141236,15,6.60563,51.48243
21.09.2015,1136,Am Jungbornpark 125,Moers,Fahrtrichtung Lintforter Str.,141236,22,6.60563,51.48243
17.09.2015,1659,Am Jungbornpark 125,Moers,Fahrtrichtung Lintforter Str.,141713,125,6.60563,51.48243
23.11.2015,1716,Am Jungbornpark 125,Moers,Fahrtrichtung Lintforter Str.,141713,100,6.60563,51.48243
21.09.2015,1225,Am Jungbornpark 125,Moers,Fahrtrichtung Im Meerfeld,141712,85,6.60563,51.48243
23.11.2015,1859,Am Jungbornpark 125,Moers,Fahrtrichtung Im Meerfeld,141712,80,6.60563,51.48243
17.12.2015,1602,Am Jungbornpark 125,Moers,Fahrtrichtung Lintforter Str.,141712,80,6.60563,51.48243
17.12.2015,1737,Am Jungbornpark 125,Moers,Fahrtrichtung Lintforter Str.,141712,80,6.60563,51.48243
17.12.2015,1836,Am Jungbornpark 125,Moers,Fahrtrichtung Lintforter Str.,141712,80,6.60563,51.48243
23.11.2015,1904,Am Jungbornpark 125,Moers,Fahrtrichtung Lintforter Str.,141237,42.5,6.60563,51.48243
23.11.2015,1719,Am Jungbornpark 125,Moers,Fahrtrichtung Lintforter Str.,141238,40,6.60563,51.48243
09.09.2015,1145,Am Jungbornpark 125,Moers,Fahrtrichtung Im Meerfeld,141238,35,6.60563,51.48243
09.09.2015,1206,Am Jungbornpark 125,Moers,Fahrtrichtung Im Meerfeld,141238,35,6.60563,51.48243
09.09.2015,1449,Am Jungbornpark 125,Moers,Fahrtrichtung Im Meerfeld,141238,35,6.60563,51.48243
21.09.2015,1326,Am Jungbornpark 125,Moers,Fahrtrichtung Im Meerfeld,141238,35,6.60563,51.48243
21.09.2015,1249,Am Jungbornpark 125,Moers,Fahrtrichtung Lintforter Str.,141238,35,6.60563,51.48243
12.10.2015,834,Am Jungbornpark 125,Moers,Fahrtrichtung Lintforter Str.,141238,35,6.60563,51.48243
12.10.2015,912,Am Jungbornpark 125,Moers,Fahrtrichtung Lintforter Str.,141238,35,6.60563,51.48243
12.10.2015,1030,Am Jungbornpark 125,Moers,Fahrtrichtung Lintforter Str.,141238,35,6.60563,51.48243
12.10.2015,1038,Am Jungbornpark 125,Moers,Fahrtrichtung Im Meerfeld,141238,35,6.60563,51.48243
23.11.2015,1633,Am Jungbornpark 125,Moers,Fahrtrichtung Lintforter Str.,141238,35,6.60563,51.48243
23.11.2015,1704,Am Jungbornpark 125,Moers,Fahrtrichtung Lintforter Str.,141238,35,6.60563,51.48243
23.11.2015,1905,Am Jungbornpark 125,Moers,Fahrtrichtung Lintforter Str.,141238,35,6.60563,51.48243
23.11.2015,1806,Am Jungbornpark 125,Moers,Fahrtrichtung Lintforter Str.,141238,35,6.60563,51.48243
23.11.2015,1828,Am Jungbornpark 125,Moers,Fahrtrichtung Lintforter Str.,141238,35,6.60563,51.48243
08.12.2015,918,Am Jungbornpark 125,Moers,Fahrtrichtung Im Meerfeld,141238,35,6.60563,51.48243
